date,day_label,sheet,service_no,unit,unit_base,zone,is_inferred_side,pax,guest_type,meal_start_min,meal_end_min,duration_min_clean,dq_flags,overlap_conflict
2026-03-15,อาทิตย์ 15/3,153,34,7B,7B,Outdoor,False,2.0,Walk in,555.0,581.0,26.0,,False
2026-03-15,อาทิตย์ 15/3,153,35,6A,6A,Indoor,False,4.0,Walk in,556.0,603.0,47.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,35,6B,6B,Indoor,False,4.0,Walk in,556.0,603.0,47.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,36,4B,4B,Indoor,False,4.0,Walk in,567.0,644.0,77.0,DQ06_SEPARATOR,True
2026-03-15,อาทิตย์ 15/3,153,36,5A,5A,Indoor,False,4.0,Walk in,567.0,644.0,77.0,DQ06_SEPARATOR,False
2026-03-15,อาทิตย์ 15/3,153,38,9A,9A,Outdoor,False,3.0,Walk in,590.0,720.0,130.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,38,9B,9B,Outdoor,False,3.0,Walk in,590.0,720.0,130.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,38,9C,9C,Outdoor,False,3.0,Walk in,590.0,720.0,130.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,39,8B,8B,Outdoor,False,1.0,Walk in,540.0,652.0,112.0,,False
2026-03-15,อาทิตย์ 15/3,153,41,1B,1B,Indoor,False,1.0,Walk in,565.0,601.0,36.0,,False
2026-03-15,อาทิตย์ 15/3,153,42,1A,1A,Indoor,False,1.0,In house,565.0,605.0,40.0,,True
2026-03-15,อาทิตย์ 15/3,153,43,8C,8C,Outdoor,False,2.0,Walk in,565.0,701.0,136.0,,False
2026-03-15,อาทิตย์ 15/3,153,44,7A,7A,Outdoor,False,3.0,Walk in,573.0,644.0,71.0,DQ16_PAX_OVER_CAPACITY,False
2026-03-15,อาทิตย์ 15/3,153,45,8A,8A,Outdoor,False,2.0,Walk in,547.0,587.0,40.0,,False
2026-03-15,อาทิตย์ 15/3,153,46,16,16,Outdoor,False,2.0,In house,580.0,613.0,33.0,DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-15,อาทิตย์ 15/3,153,47,6A,6A,Indoor,False,3.0,Walk in,605.0,720.0,115.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,47,6B,6B,Indoor,False,3.0,Walk in,605.0,720.0,115.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,50,4A,4A,Indoor,False,5.0,Walk in,595.0,685.0,90.0,DQ06_SEPARATOR|DQ07_CROSS_ZONE_COMBINE|DQ16_PAX_OVER_CAPACITY,True
2026-03-15,อาทิตย์ 15/3,153,50,11B,11B,Outdoor,False,5.0,Walk in,595.0,685.0,90.0,DQ06_SEPARATOR|DQ07_CROSS_ZONE_COMBINE|DQ16_PAX_OVER_CAPACITY,True
2026-03-15,อาทิตย์ 15/3,153,51,1A,1A,Indoor,False,1.0,In house,605.0,674.0,69.0,,False
2026-03-15,อาทิตย์ 15/3,153,52,12,12,Outdoor,False,3.0,Walk in,609.0,680.0,71.0,,True
2026-03-15,อาทิตย์ 15/3,153,53,11A,11A,Outdoor,False,3.0,Walk in,611.0,695.0,84.0,DQ16_PAX_OVER_CAPACITY,False
2026-03-15,อาทิตย์ 15/3,153,54,16,16,Outdoor,False,5.0,In house,617.0,660.0,43.0,DQ03_TABLE16_NOT_IN_APPENDIX|DQ16_PAX_OVER_CAPACITY,False
2026-03-15,อาทิตย์ 15/3,153,56,2_?,2,Indoor,True,2.0,Walk in,635.0,670.0,35.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,57,7A,7A,Outdoor,False,1.0,Walk in,645.0,675.0,30.0,,False
2026-03-15,อาทิตย์ 15/3,153,59,4B,4B,Indoor,False,2.0,In house,645.0,690.0,45.0,DQ06_SEPARATOR,False
2026-03-15,อาทิตย์ 15/3,153,59,5A,5A,Indoor,False,2.0,In house,645.0,690.0,45.0,DQ06_SEPARATOR,False
2026-03-15,อาทิตย์ 15/3,153,61,15A,15A,Outdoor,False,2.0,Walk in,650.0,715.0,65.0,DQ05_TABLE15_SPLIT,False
2026-03-15,อาทิตย์ 15/3,153,62,15B,15B,Outdoor,False,2.0,Walk in,650.0,686.0,36.0,DQ05_TABLE15_SPLIT,False
2026-03-15,อาทิตย์ 15/3,153,63,8B,8B,Outdoor,False,2.0,In house,655.0,727.0,72.0,,False
2026-03-15,อาทิตย์ 15/3,153,64,7C,7C,Outdoor,False,2.0,Walk in,663.0,703.0,40.0,,False
2026-03-15,อาทิตย์ 15/3,153,66,3A,3A,Indoor,False,4.0,Walk in,665.0,745.0,80.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,66,3B,3B,Indoor,False,4.0,Walk in,665.0,745.0,80.0,DQ04_BARE_TABLE_NO,False
2026-03-15,อาทิตย์ 15/3,153,67,10A,10A,Outdoor,False,2.0,Walk in,606.0,726.0,120.0,,False
2026-03-15,อาทิตย์ 15/3,153,68,5B,5B,Indoor,False,2.0,Walk in,630.0,730.0,100.0,,False
2026-03-15,อาทิตย์ 15/3,153,69,4A,4A,Indoor,False,1.0,Walk in,669.0,740.0,71.0,,True
2026-03-15,อาทิตย์ 15/3,153,70,8A,8A,Outdoor,False,1.0,Walk in,669.0,730.0,61.0,,False
2026-03-15,อาทิตย์ 15/3,153,72,2B,2B,Indoor,False,1.0,Walk in,670.0,710.0,40.0,,False
2026-03-15,อาทิตย์ 15/3,153,73,16,16,Outdoor,False,2.0,Walk in,672.0,703.0,31.0,DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-15,อาทิตย์ 15/3,153,75,13,13,Outdoor,False,3.0,In house,700.0,750.0,50.0,,False
2026-03-15,อาทิตย์ 15/3,153,75,14,14,Outdoor,False,3.0,In house,700.0,750.0,50.0,,False
2026-03-15,อาทิตย์ 15/3,153,76,2A,2A,Indoor,False,2.0,In house,674.0,695.0,21.0,,False
2026-03-15,อาทิตย์ 15/3,153,79,7A,7A,Outdoor,False,2.0,In house,680.0,715.0,35.0,,False
2026-03-15,อาทิตย์ 15/3,153,80,1B,1B,Indoor,False,2.0,In house,683.0,740.0,57.0,,False
2026-03-15,อาทิตย์ 15/3,153,81,12,12,Outdoor,False,2.0,In house,672.0,750.0,78.0,,True
2026-03-15,อาทิตย์ 15/3,153,82,12,12,Outdoor,False,1.0,In house,685.0,720.0,35.0,,True
2026-03-15,อาทิตย์ 15/3,153,83,15B,15B,Outdoor,False,1.0,In house,687.0,720.0,33.0,DQ05_TABLE15_SPLIT,False
2026-03-15,อาทิตย์ 15/3,153,84,4B,4B,Indoor,False,1.0,In house,690.0,735.0,45.0,,False
2026-03-15,อาทิตย์ 15/3,153,85,12,12,Outdoor,False,1.0,Walk in,700.0,750.0,50.0,,True
2026-03-15,อาทิตย์ 15/3,153,86,16,16,Outdoor,False,1.0,In house,705.0,750.0,45.0,DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,1,10A,10A,Outdoor,False,1.0,Walk in,396.0,558.0,162.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,2,5_?,5,Indoor,True,2.0,Walk in,397.0,467.0,70.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,3,6B,6B,Indoor,False,1.0,Walk in,400.0,540.0,140.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,4,16,16,Outdoor,False,1.0,In house,401.0,441.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,5,7A,7A,Outdoor,False,2.0,Walk in,412.0,474.0,62.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,6,1A,1A,Indoor,False,1.0,Walk in,418.0,474.0,56.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,7,1B,1B,Indoor,False,1.0,In house,420.0,443.0,23.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,8,4A,4A,Indoor,False,4.0,In house,420.0,514.0,94.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,True
2026-03-17,อังคาร 17/3,173,8,4B,4B,Indoor,False,4.0,In house,420.0,514.0,94.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,True
2026-03-17,อังคาร 17/3,173,9,8A,8A,Outdoor,False,1.0,In house,425.0,450.0,25.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,10,7B,7B,Outdoor,False,1.0,In house,432.0,456.0,24.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,11,8B,8B,Outdoor,False,2.0,In house,433.0,476.0,43.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,12,12,12,Outdoor,False,2.0,In house,435.0,462.0,27.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,13,4_?,4,Indoor,True,2.0,In house,440.0,476.0,36.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,14,11A,11A,Outdoor,False,1.0,Walk in,450.0,515.0,65.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,15,3_?,3,Indoor,True,1.0,In house,450.0,461.0,11.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,16,1B,1B,Indoor,False,2.0,Walk in,456.0,476.0,20.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,17,8A,8A,Outdoor,False,1.0,In house,455.0,482.0,27.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,18,16,16,Outdoor,False,1.0,Walk in,457.0,530.0,73.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,19,6_?,6,Indoor,True,2.0,Walk in,460.0,680.0,220.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,20,7B,7B,Outdoor,False,1.0,Walk in,460.0,565.0,105.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,21,7C,7C,Outdoor,False,1.0,In house,461.0,479.0,18.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,22,12,12,Outdoor,False,1.0,In house,466.0,476.0,10.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,23,3_?,3,Indoor,True,2.0,In house,468.0,526.0,58.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,24,14,14,Outdoor,False,2.0,Walk in,471.0,501.0,30.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,25,4A,4A,Indoor,False,6.0,Walk in,476.0,536.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO|DQ16_PAX_OVER_CAPACITY,True
2026-03-17,อังคาร 17/3,173,25,4B,4B,Indoor,False,6.0,Walk in,476.0,536.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO|DQ16_PAX_OVER_CAPACITY,True
2026-03-17,อังคาร 17/3,173,26,1A,1A,Indoor,False,2.0,Walk in,485.0,544.0,59.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,27,8B,8B,Outdoor,False,2.0,In house,485.0,532.0,47.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,28,9A,9A,Outdoor,False,3.0,Walk in,486.0,533.0,47.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,28,9B,9B,Outdoor,False,3.0,Walk in,486.0,533.0,47.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,28,9C,9C,Outdoor,False,3.0,Walk in,486.0,533.0,47.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,29,8A,8A,Outdoor,False,1.0,Walk in,496.0,569.0,73.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,30,12,12,Outdoor,False,2.0,In house,503.0,547.0,44.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,31,1B,1B,Indoor,False,2.0,Walk in,504.0,589.0,85.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,32,2B,2B,Indoor,False,1.0,Walk in,513.0,553.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,33,7A,7A,Outdoor,False,2.0,In house,523.0,561.0,38.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,34,14,14,Outdoor,False,2.0,Walk in,521.0,571.0,50.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,35,8C,8C,Outdoor,False,1.0,Walk in,523.0,560.0,37.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,36,11B,11B,Outdoor,False,2.0,In house,530.0,570.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,37,15,15,Outdoor,False,1.0,In house,536.0,552.0,16.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,38,16,16,Outdoor,False,1.0,Walk in,545.0,577.0,32.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,39,4_?,4,Indoor,True,2.0,Walk in,545.0,675.0,130.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,40,8B,8B,Outdoor,False,2.0,In house,550.0,622.0,72.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,41,1A,1A,Indoor,False,2.0,Walk in,554.0,623.0,69.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,42,1B,1B,Indoor,False,1.0,Walk in,556.0,646.0,90.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,43,11A,11A,Outdoor,False,3.0,In house,570.0,606.0,36.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,43,11B,11B,Outdoor,False,3.0,In house,570.0,606.0,36.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,44,7A,7A,Outdoor,False,1.0,In house,572.0,593.0,21.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,45,10A,10A,Outdoor,False,3.0,In house,575.0,623.0,48.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,45,10B,10B,Outdoor,False,3.0,In house,575.0,623.0,48.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,46,8A,8A,Outdoor,False,1.0,In house,516.0,733.0,217.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,47,2_?,2,Indoor,True,2.0,In house,581.0,606.0,25.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,48,16,16,Outdoor,False,2.0,In house,585.0,618.0,33.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,49,4_?,4,Indoor,True,2.0,Walk in,590.0,711.0,121.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,50,7A,7A,Outdoor,False,2.0,Walk in,592.0,660.0,68.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,51,5B,5B,Indoor,False,2.0,In house,594.0,654.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,52,5A,5A,Indoor,False,1.0,In house,534.0,658.0,124.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,53,12,12,Outdoor,False,1.0,Walk in,609.0,625.0,16.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,54,3_?,3,Indoor,True,1.0,In house,610.0,684.0,74.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,55,9_?,9,Outdoor,True,2.0,Walk in,611.0,643.0,32.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,56,2_?,2,Indoor,True,2.0,Walk in,620.0,735.0,115.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,57,1A,1A,Indoor,False,1.0,Walk in,628.0,668.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,58,7B,7B,Outdoor,False,3.0,In house,635.0,683.0,48.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-17,อังคาร 17/3,173,58,7A,7A,Outdoor,False,3.0,In house,635.0,683.0,48.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,True
2026-03-17,อังคาร 17/3,173,59,10_?,10,Outdoor,True,2.0,Walk in,637.0,669.0,32.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,60,15,15,Outdoor,False,3.0,Walk in,639.0,731.0,92.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,61,14,14,Outdoor,False,2.0,In house,640.0,684.0,44.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,62,16,16,Outdoor,False,2.0,Walk in,644.0,700.0,56.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-17,อังคาร 17/3,173,63,8C,8C,Outdoor,False,1.0,In house,650.0,690.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,64,5_?,5,Indoor,True,2.0,Walk in,664.0,722.0,58.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,65,6B,6B,Indoor,False,1.0,Walk in,665.0,685.0,20.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-17,อังคาร 17/3,173,66,7A,7A,Outdoor,False,1.0,Walk in,681.0,699.0,18.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-17,อังคาร 17/3,173,67,9_?,9,Outdoor,True,2.0,In house,684.0,708.0,24.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,68,1_?,1,Indoor,True,1.0,Walk in,683.0,722.0,39.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-17,อังคาร 17/3,173,69,7B,7B,Outdoor,False,1.0,In house,703.0,724.0,21.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,1,4A,4A,Indoor,False,1.0,Walk in,386.0,522.0,136.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,2,11_?,11,Outdoor,True,2.0,Walk in,404.0,464.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,3,7A,7A,Outdoor,False,1.0,Walk in,418.0,526.0,108.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,4,16,16,Outdoor,False,2.0,In house,427.0,473.0,46.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-18,พุธ 18/3,183,5,8A,8A,Outdoor,False,1.0,In house,149.0,470.0,,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ10_MEALSTART_OUT_OF_HOURS,False
2026-03-18,พุธ 18/3,183,6,8C,8C,Outdoor,False,1.0,In house,454.0,467.0,13.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,7,6_?,6,Indoor,True,1.0,In house,455.0,465.0,10.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,8,10B,10B,Outdoor,False,1.0,In house,464.0,479.0,15.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,9,1_?,1,Indoor,True,2.0,In house,465.0,487.0,22.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,10,6_?,6,Indoor,True,2.0,In house,466.0,567.0,101.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,11,7B,7B,Outdoor,False,1.0,In house,469.0,493.0,24.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,12,8A,8A,Outdoor,False,1.0,Walk in,475.0,561.0,86.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,13,4B,4B,Indoor,False,1.0,Walk in,478.0,539.0,61.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,14,16,16,Outdoor,False,2.0,Walk in,483.0,515.0,32.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-18,พุธ 18/3,183,15,10B,10B,Outdoor,False,2.0,In house,485.0,530.0,45.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,16,11A,11A,Outdoor,False,2.0,In house,486.0,516.0,30.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,17,1A,1A,Indoor,False,1.0,Walk in,495.0,540.0,45.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,18,1B,1B,Indoor,False,1.0,Walk in,496.0,594.0,98.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,19,7B,7B,Outdoor,False,1.0,Walk in,498.0,577.0,79.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-18,พุธ 18/3,183,20,3_?,3,Indoor,True,2.0,In house,505.0,545.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,21,8B,8B,Outdoor,False,2.0,In house,508.0,546.0,38.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,22,15,15,Outdoor,False,2.0,Walk in,509.0,559.0,50.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,23,2A,2A,Indoor,False,4.0,In house,510.0,550.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,23,2B,2B,Indoor,False,4.0,In house,510.0,550.0,40.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,24,16,16,Outdoor,False,1.0,Walk in,520.0,569.0,49.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ03_TABLE16_NOT_IN_APPENDIX,False
2026-03-18,พุธ 18/3,183,25,11B,11B,Outdoor,False,2.0,In house,522.0,575.0,53.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,26,5A,5A,Indoor,False,3.0,In house,523.0,538.0,15.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,26,5B,5B,Indoor,False,3.0,In house,523.0,538.0,15.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,27,7B,7B,Outdoor,False,1.0,In house,524.0,553.0,29.0,DQ01_NO_QUEUE_DATA_THIS_DAY,True
2026-03-18,พุธ 18/3,183,28,12,12,Outdoor,False,5.0,Walk in,527.0,626.0,99.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,28,13,13,Outdoor,False,5.0,Walk in,527.0,626.0,99.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ06_SEPARATOR,False
2026-03-18,พุธ 18/3,183,29,4A,4A,Indoor,False,1.0,Walk in,529.0,565.0,36.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,30,7A,7A,Outdoor,False,1.0,In house,529.0,655.0,126.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,31,14,14,Outdoor,False,1.0,In house,523.0,575.0,52.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,32,5B,5B,Indoor,False,2.0,In house,540.0,600.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,33,8B,8B,Outdoor,False,1.0,Walk in,548.0,603.0,55.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,34,1A,1A,Indoor,False,2.0,In house,551.0,611.0,60.0,DQ01_NO_QUEUE_DATA_THIS_DAY,False
2026-03-18,พุธ 18/3,183,35,9A,9A,Outdoor,False,4.0,Walk in,552.0,608.0,56.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
2026-03-18,พุธ 18/3,183,35,9B,9B,Outdoor,False,4.0,Walk in,552.0,608.0,56.0,DQ01_NO_QUEUE_DATA_THIS_DAY|DQ04_BARE_TABLE_NO,False
